id;points;value;round
692;3;18;7
598;0;15;10
553;0;15;8
182;0;25;2
702;7;19;4
528;0;22;6
57;0;10;19
444;0;18;9
669;0;16;6
596;0;5;7
665;-3;17;2
170;0;20;14
482;0;10;14
766;0;19;6
736;0;19;11
472;2;18;3
737;0;18;6
688;0;20;17
640;2;20;11
630;4;17;7
417;0;16;12
729;0;15;6
18;1;20;19
772;3;5;17
494;0;15;15
257;0;21;5
498;1;20;13
503;0;16;17
441;0;12;8
749;7;17;15
311;3;16;6
531;5;18;10
325;0;20;8
621;0;5;0
479;0;15;9
84;0;5;13
102;6;19;16
417;0;16;4
415;1;19;18
31;0;16;1
392;2;15;19
223;0;15;19
103;0;19;13
55;0;7;19
659;0;12;10
678;0;25;16
170;0;20;7
381;0;16;9
214;2;29;8
640;0;20;1
21;0;16;5
695;2;19;14
723;0;19;12
153;2;20;10
430;3;19;11
747;2;18;4
674;0;20;1
503;0;16;7
162;0;5;14
4;0;8;2
656;1;14;16
415;3;19;12
591;0;5;19
84;0;5;0
87;0;15;2
196;1;19;1
259;0;16;19
714;4;19;1
738;0;18;0
256;2;19;4
702;1;19;7
531;4;18;7
755;2;18;16
632;0;5;16
564;0;12;15
361;0;15;20
581;0;8;20
686;0;8;17
715;1;15;9
651;0;5;20
19;2;19;10
227;0;20;10
415;3;19;5
720;0;17;13
536;0;23;15
689;2;19;1
461;0;19;3
151;4;19;10
99;0;13;13
569;0;12;15
463;0;15;7
523;0;20;16
709;0;18;13
407;1;21;9
420;0;18;18
397;4;21;16
736;0;19;17
310;0;20;18
677;0;19;16
215;0;15;4
75;0;26;1
198;0;25;6
10;-1;8;20
558;0;25;3
692;4;18;8
308;0;16;3
714;2;20;12
708;0;5;7
593;0;5;7
264;10;19;2
672;7;18;7
494;0;15;7
422;0;8;6
599;1;17;15
77;2;20;16
393;0;20;8
258;0;22;1
607;0;5;11
624;0;17;9
285;2;18;16
494;0;15;13
599;7;17;8
640;7;20;6
243;0;16;0
594;0;8;11
201;0;23;18
294;0;19;8
10;7;8;2
138;7;21;4
671;1;18;16
150;4;26;9
260;0;15;1
592;0;5;9
755;0;18;5
650;0;10;20
535;7;29;6
59;7;24;10
21;0;16;19
506;0;6;7
459;0;14;7
707;0;5;11
90;3;20;17
93;1;14;20
7;0;18;16
185;0;15;14
683;0;14;19
577;0;17;11
555;0;19;3
285;8;18;17
193;7;25;19
428;0;5;2
501;1;16;5
330;0;17;10
102;0;19;4
700;3;25;16
99;0;13;14
31;0;16;16
570;0;5;8
366;10;22;2
558;3;24;19
533;0;20;6
708;0;5;1
621;0;5;17
31;0;16;2
705;4;16;2
553;0;15;4
385;0;28;2
224;0;19;12
201;0;24;0
671;0;18;13
18;0;20;20
75;1;24;13
248;2;17;9
705;0;16;13
594;0;8;18
598;0;15;9
689;2;19;12
640;3;20;9
361;0;15;16
197;2;18;8
147;0;13;12
412;0;18;0
343;0;8;18
655;1;12;12
453;0;14;3
278;1;14;5
755;2;18;17
248;0;17;18
75;8;24;18
4;0;8;8
257;-1;19;19
704;3;25;11
215;4;15;14
563;0;8;14
243;3;16;19
659;0;12;16
474;0;16;3
702;1;19;1
55;0;7;7
422;0;8;5
693;2;21;3
271;3;19;11
746;1;18;6
402;1;20;8
390;0;19;17
718;3;16;2
645;3;20;5
272;0;20;0
491;0;15;4
340;2;19;7
417;0;16;13
235;3;19;4
240;3;19;7
96;8;19;12
229;4;18;14
656;0;14;8
575;0;5;3
583;3;5;14
396;0;5;4
721;0;25;1
343;0;8;2
737;0;18;3
520;8;11;10
88;0;7;9
191;0;17;13
441;0;12;3
336;4;15;20
448;0;16;18
486;1;7;6
356;0;19;0
361;0;15;15
644;2;16;15
426;0;17;10
310;0;20;13
704;2;25;12
640;6;20;16
659;2;12;4
491;1;17;13
21;0;16;10
727;0;16;1
581;0;8;1
695;0;19;19
607;0;5;9
166;1;22;10
14;7;18;12
499;0;35;9
189;8;32;8
361;0;15;2
86;2;23;4
701;3;18;4
686;0;8;7
440;7;16;19
605;2;18;4
328;0;18;15
20;0;19;17
601;0;17;3
389;0;16;11
758;0;20;6
395;2;17;14
713;1;19;13
615;5;18;9
524;0;27;9
318;1;18;12
725;0;14;20
744;0;6;0
599;0;17;11
328;0;18;4
374;6;17;20
187;4;19;20
428;0;5;17
748;0;18;4
713;3;19;14
179;0;18;20
306;-2;14;16
621;0;5;5
151;0;19;2
762;0;18;8
99;0;13;12
665;3;17;14
666;0;15;11
678;0;25;18
187;0;20;10
260;0;15;5
642;0;15;19
585;0;5;14
100;0;12;15
28;3;19;11
154;2;21;15
743;0;17;16
138;0;21;5
455;0;12;20
586;0;5;5
311;7;16;10
196;7;19;14
56;3;26;6
607;0;5;10
255;0;18;15
268;2;20;13
174;0;20;20
426;0;17;2
328;0;18;17
390;0;19;9
621;0;5;6
14;0;18;0
20;0;19;5
578;0;17;10
147;0;13;9
19;4;19;12
591;0;5;10
752;2;18;6
27;0;17;9
488;0;18;18
260;0;15;12
255;0;18;0
582;0;13;16
144;2;18;14
246;9;19;10
157;2;25;6
731;0;25;2
193;2;25;18
739;0;5;14
340;1;19;2
695;0;20;1
260;0;15;8
536;3;25;2
374;0;17;13
391;-1;19;7
20;0;19;14
488;0;18;20
110;3;20;4
227;7;20;16
729;4;15;10
217;7;21;18
536;9;25;5
211;3;25;9
670;0;16;15
627;0;14;20
170;0;20;20
705;2;16;15
360;0;17;8
734;0;18;14
441;0;12;16
19;0;19;8
479;0;15;11
311;3;16;5
469;0;19;2
417;0;16;6
422;0;8;18
498;4;20;2
362;-1;23;18
15;0;9;0
245;0;7;3
725;0;14;18
652;2;5;19
427;2;19;11
138;0;20;0
418;6;16;4
607;0;5;7
681;0;18;17
694;4;18;1
58;1;22;11
743;0;17;0
5;7;6;2
360;0;17;16
77;0;20;13
20;0;19;4
325;0;20;16
354;0;16;8
733;1;19;12
102;8;19;18
382;0;5;6
651;0;5;5
207;2;21;1
486;0;7;3
555;0;19;19
150;0;25;0
367;0;18;17
393;0;19;19
586;0;5;18
306;0;15;2
209;0;22;20
103;0;18;5
441;0;12;4
695;0;19;11
715;3;15;12
336;0;15;8
7;0;18;17
648;0;7;1
749;0;18;4
693;8;24;7
215;2;15;10
769;0;5;15
4;0;8;9
427;0;19;17
599;2;17;9
306;0;15;14
19;0;19;9
395;5;16;4
542;0;5;8
691;0;18;20
717;2;16;19
582;0;13;7
111;4;15;15
181;0;18;0
727;2;16;5
238;8;16;17
146;0;28;2
111;2;15;11
270;2;21;16
647;5;18;11
260;0;15;9
206;9;27;5
340;3;19;17
406;2;19;15
272;0;20;14
166;7;22;4
459;0;14;0
322;0;23;5
582;0;13;15
169;3;24;4
728;0;15;17
362;1;23;17
168;0;21;20
110;0;20;20
700;18;28;19
217;4;20;16
766;0;19;19
248;0;17;14
179;0;18;10
582;0;13;18
115;0;16;15
458;8;18;9
729;0;15;17
310;0;20;17
394;0;18;10
624;1;17;14
187;0;20;11
589;0;5;14
491;1;17;16
270;0;21;17
404;0;5;17
686;0;8;4
187;0;19;15
429;0;10;5
145;8;24;13
531;4;18;16
71;4;25;18
172;0;24;8
743;0;17;11
575;0;5;10
151;0;19;1
678;4;25;4
459;0;14;1
286;11;17;16
499;0;35;12
339;0;20;11
245;0;7;6
683;1;14;9
155;0;20;5
542;0;5;10
679;0;13;12
258;0;21;9
322;2;23;1
534;0;17;14
308;0;16;5
334;2;20;1
259;0;16;16
5;-1;6;20
133;1;26;10
384;7;18;6
622;4;18;7
572;0;5;9
463;0;15;15
721;0;25;14
570;0;5;2
702;0;19;17
745;1;22;7
752;5;18;9
440;7;16;2
278;0;14;15
700;2;25;15
383;0;20;0
479;0;15;20
766;0;19;9
7;2;18;13
31;0;16;9
700;8;23;6
370;4;23;2
683;0;14;5
585;0;5;19
677;0;19;9
263;5;20;11
576;3;29;10
447;3;16;10
58;0;22;0
58;0;22;13
18;8;20;12
229;1;18;8
614;2;16;18
163;0;16;6
658;2;22;16
670;1;16;2
157;2;27;20
632;0;5;14
698;5;21;19
710;0;5;2
617;0;16;6
286;7;17;6
272;0;20;12
59;0;24;15
229;2;18;11
336;0;15;16
128;3;19;14
574;0;5;8
593;0;5;15
595;0;5;18
497;1;19;12
759;1;18;16
482;0;10;1
712;0;5;12
150;3;26;14
128;0;19;18
655;0;12;16
145;0;24;20
594;0;8;12
260;0;15;14
258;0;22;0
651;0;5;13
622;2;18;17
701;10;18;1
671;7;18;7
396;0;5;15
751;0;16;5
482;0;10;11
667;2;9;9
713;0;19;15
278;1;14;1
683;0;14;6
340;7;19;13
667;3;11;14
494;2;15;18
270;2;24;4
69;0;27;0
463;0;15;20
595;0;5;7
307;0;21;0
555;2;19;10
520;2;11;12
206;10;25;19
53;3;19;12
344;2;18;9
378;0;19;16
461;4;19;2
382;0;5;8
708;0;5;17
487;9;21;11
487;2;20;7
345;8;14;13
651;0;5;2
426;0;17;14
532;2;18;20
692;0;18;5
714;6;20;9
397;1;20;7
645;7;24;15
533;2;21;5
86;3;23;9
564;0;12;12
664;3;10;4
474;0;16;19
616;2;19;8
56;12;25;19
426;0;17;6
146;4;29;16
533;3;20;13
262;6;14;8
119;2;20;5
621;0;5;13
381;0;16;17
77;5;20;3
702;0;19;0
223;0;15;18
696;2;17;1
491;4;17;15
77;0;19;17
680;0;18;0
714;4;21;15
688;3;20;11
714;4;21;14
393;5;22;1
441;0;12;17
56;4;25;15
415;-1;19;6
322;8;23;14
72;0;19;18
21;2;16;9
595;0;5;19
756;0;14;11
555;0;19;2
294;0;19;20
578;0;17;17
729;4;15;7
246;0;19;6
696;0;17;6
71;6;26;1
441;0;12;0
687;4;19;9
742;3;18;6
386;0;21;12
157;2;28;13
381;0;16;15
294;0;19;7
378;0;19;19
346;0;19;15
20;0;19;6
689;6;19;20
594;0;8;10
365;4;20;11
343;0;8;3
428;0;5;7
486;0;7;19
351;0;15;1
240;0;19;0
498;8;20;20
423;0;16;3
399;5;25;4
179;0;18;19
339;2;20;1
71;2;26;7
367;0;18;12
351;0;15;2
651;0;5;0
679;0;13;1
563;0;8;18
425;3;15;3
214;2;28;11
356;-1;19;8
330;0;17;9
53;3;19;16
444;0;18;19
455;0;12;11
164;1;15;17
766;2;19;11
138;6;22;8
367;0;18;20
523;0;20;9
727;0;17;19
636;1;16;5
207;3;21;18
150;4;25;1
577;3;17;17
494;3;15;19
307;1;22;20
672;3;18;5
431;3;17;10
210;7;19;20
107;7;20;15
482;0;10;9
673;0;8;9
624;0;17;10
445;1;13;14
416;0;16;4
145;4;24;6
47;4;16;13
198;2;24;10
492;0;14;9
248;0;17;12
704;8;25;6
610;2;16;8
575;0;5;4
75;0;26;5
374;0;17;15
681;0;18;6
206;5;26;12
22;0;5;14
640;0;20;19
701;2;18;15
229;0;18;9
18;0;20;6
474;0;16;18
68;1;17;20
141;6;22;8
336;1;15;19
284;7;17;12
224;2;19;19
146;5;29;18
236;0;22;5
446;4;16;13
677;2;19;20
269;7;19;9
589;0;5;5
169;0;22;20
604;0;17;3
189;0;33;10
732;0;17;12
677;0;20;7
269;1;19;13
418;3;16;19
546;0;5;15
22;0;5;1
67;0;17;3
270;0;23;0
431;2;17;7
21;0;16;13
26;0;5;9
5;0;6;12
431;5;18;20
119;3;20;13
407;3;20;1
407;7;20;3
58;6;22;19
572;0;5;7
745;1;22;8
356;5;19;11
760;3;18;8
361;0;15;13
497;0;18;19
164;0;15;0
608;0;17;13
339;4;20;4
18;3;20;16
519;0;5;16
687;7;19;11
31;0;16;19
53;1;19;8
757;0;6;12
55;0;7;10
420;0;18;12
365;5;22;2
249;0;18;9
293;0;20;12
569;0;12;2
318;1;18;2
399;7;25;7
676;7;22;7
201;7;23;19
650;0;10;8
691;7;18;14
706;0;15;8
603;0;7;15
258;3;22;2
649;0;17;16
710;0;5;1
210;0;20;0
358;2;18;5
72;0;19;11
61;0;5;7
345;0;14;11
358;0;18;4
696;0;17;13
564;0;12;13
426;0;17;4
612;0;20;14
110;0;20;19
601;0;17;10
245;0;7;13
595;0;5;15
471;0;15;1
591;0;5;6
656;3;14;1
272;4;21;5
754;0;17;15
177;2;21;13
370;1;22;19
612;0;20;2
57;0;10;2
286;2;17;11
285;7;17;6
586;0;5;15
128;0;19;13
739;0;5;10
644;0;16;4
726;0;17;16
629;0;17;0
765;7;20;16
734;0;18;18
414;13;20;17
420;0;18;15
169;0;24;3
58;0;22;20
631;0;18;2
384;7;18;10
343;0;8;19
520;5;11;19
739;0;5;6
764;5;18;9
736;0;19;8
535;7;30;3
358;0;18;17
354;0;16;20
570;0;5;18
168;7;21;16
168;1;21;13
154;4;21;18
28;1;19;19
581;0;8;9
5;3;5;1
585;0;5;11
119;2;20;2
401;0;17;1
685;1;18;7
566;0;18;6
595;0;5;11
356;6;19;2
492;0;14;11
527;1;18;12
81;0;15;5
93;3;14;2
67;0;17;17
55;0;7;8
187;0;20;6
589;0;5;12
278;2;14;17
701;3;18;17
670;0;16;13
47;4;16;2
747;1;18;20
725;0;14;8
683;2;14;11
344;1;18;2
586;0;5;16
662;3;29;19
566;0;18;17
260;0;15;3
87;3;15;8
712;0;5;18
20;0;19;13
650;0;10;11
365;2;20;13
376;1;19;18
394;2;18;19
463;0;15;13
268;2;19;16
458;0;18;17
209;5;22;14
201;3;24;2
258;3;21;5
578;0;17;2
730;0;19;6
615;-1;18;15
740;0;18;14
179;0;18;12
556;0;7;3
171;2;19;11
535;7;28;9
76;0;20;2
128;4;19;3
12;0;5;0
586;0;5;6
650;0;10;17
455;0;12;13
601;0;17;9
189;10;31;3
519;0;5;4
679;0;13;5
279;1;19;12
523;0;20;4
765;0;20;6
440;1;16;12
198;7;23;14
346;0;19;20
206;5;26;14
553;0;15;2
743;0;17;6
427;5;19;10
293;3;19;16
564;0;12;18
507;0;16;3
625;2;18;9
404;0;5;9
10;2;8;16
260;0;15;11
665;0;17;15
154;2;20;10
508;3;16;20
714;7;21;17
505;2;17;9
722;3;17;7
617;1;16;14
341;2;17;14
193;2;26;4
259;0;16;18
704;11;24;3
420;10;18;13
30;0;15;3
234;2;19;12
492;2;14;4
615;-1;18;3
519;0;5;7
687;1;18;3
56;0;26;11
271;1;19;9
661;0;17;12
177;8;25;1
272;0;20;15
400;2;18;2
182;7;25;18
501;4;16;17
185;0;15;1
499;0;35;5
150;4;26;16
622;4;18;20
273;0;20;9
589;0;5;0
699;3;19;13
659;0;12;15
447;0;16;18
680;0;18;18
340;1;19;11
614;0;17;11
153;2;20;12
236;0;22;12
593;0;5;1
503;2;16;16
95;2;16;12
445;0;13;8
162;0;5;10
735;4;23;9
532;0;18;12
474;0;16;0
687;0;19;14
617;3;16;18
356;-1;19;3
271;1;19;4
286;2;17;20
341;2;17;2
427;3;19;19
652;3;5;17
198;-2;24;8
474;0;16;6
679;0;13;9
354;0;16;6
210;0;19;18
14;2;18;9
519;0;5;18
206;1;27;4
763;0;18;11
275;0;5;3
704;3;25;16
599;7;17;5
12;0;5;1
198;0;26;1
325;2;20;14
675;0;20;6
627;0;14;8
447;6;16;2
248;0;17;15
322;5;23;13
605;2;18;10
146;0;28;7
146;9;29;19
743;0;17;3
746;5;19;18
343;0;8;7
688;2;20;1
391;6;19;5
620;0;5;1
417;0;16;0
334;1;19;7
680;0;18;16
145;10;24;11
27;0;17;5
396;0;5;11
661;2;17;4
128;4;19;10
652;0;5;7
533;5;20;19
149;2;33;2
187;2;19;19
214;5;28;19
492;0;14;14
12;0;5;13
696;0;17;12
227;2;20;12
583;0;5;13
751;0;16;11
667;7;9;1
209;6;23;6
691;1;18;16
10;0;8;15
723;-2;18;16
585;0;5;7
691;2;18;9
714;3;19;6
145;0;24;10
128;3;19;5
705;5;16;5
269;4;19;2
75;11;24;9
675;0;20;19
737;0;18;8
474;0;16;8
740;1;18;5
527;1;18;14
406;2;19;20
197;0;18;0
179;8;18;6
401;0;17;4
399;0;25;15
732;0;17;16
640;6;20;20
691;3;18;11
336;0;15;4
625;2;18;3
656;0;14;13
715;1;16;20
133;0;26;18
187;0;19;17
765;2;20;19
412;7;20;19
18;5;20;14
740;2;18;2
407;1;21;10
615;1;18;19
723;0;19;14
12;0;5;16
678;5;26;9
733;0;19;2
14;1;18;4
627;0;14;17
592;0;5;12
107;0;18;6
227;3;20;4
367;3;18;14
72;5;20;1
698;6;21;16
608;0;17;7
680;0;18;11
325;1;20;1
494;2;15;9
492;0;14;0
767;10;18;15
384;0;18;17
642;0;15;14
330;1;17;7
227;2;20;13
596;0;5;3
150;10;26;4
399;0;25;16
102;0;19;5
197;2;18;10
334;3;20;5
285;4;18;8
61;0;5;14
168;3;21;4
732;0;17;14
754;0;17;16
378;0;19;11
262;1;14;10
184;0;24;4
102;3;19;17
758;4;19;15
622;2;18;10
227;2;20;17
728;0;15;10
209;0;22;17
141;3;23;14
213;0;18;2
235;2;19;10
65;7;26;3
675;0;20;10
262;0;14;15
12;0;5;14
382;0;5;13
731;0;25;10
524;3;27;8
264;1;19;1
393;0;20;6
676;6;23;11
700;0;22;0
346;0;19;11
662;3;23;6
351;0;15;3
10;8;8;17
465;0;5;16
171;2;19;15
407;10;22;18
735;2;22;18
4;0;8;14
26;0;5;6
393;3;20;12
669;0;16;14
677;3;19;19
154;4;21;16
737;0;18;13
721;0;25;9
743;0;17;14
427;0;19;4
669;0;16;0
229;1;18;15
273;1;20;7
532;3;18;1
760;3;18;11
742;2;18;9
172;8;25;19
705;0;16;16
586;0;5;7
441;0;12;7
15;0;9;4
608;0;17;15
677;2;19;18
345;4;14;16
628;0;6;2
428;0;5;20
400;3;18;4
329;0;18;20
622;2;18;3
718;2;16;1
698;2;21;8
706;1;15;6
614;-1;16;19
340;4;19;4
534;0;17;16
749;0;18;11
3;0;18;13
658;4;22;15
162;0;5;19
647;3;18;3
465;0;5;15
409;0;13;6
370;3;22;16
709;2;18;19
583;0;5;6
429;4;10;4
594;0;8;16
662;2;29;20
243;0;16;7
682;0;18;18
495;4;20;2
520;8;11;13
662;2;23;5
535;0;28;20
416;0;16;0
65;3;26;5
376;4;20;4
407;2;21;7
585;0;5;8
430;9;19;13
317;8;21;13
636;0;16;1
691;3;18;13
256;0;19;8
86;4;24;16
488;-1;18;3
356;6;19;12
465;0;5;7
322;2;23;2
162;0;5;1
724;0;18;16
558;3;25;4
354;3;16;2
620;0;5;8
56;0;25;20
675;0;20;2
628;0;6;16
536;0;23;16
631;0;18;4
171;6;19;4
69;0;27;4
55;0;7;20
746;5;18;12
730;0;19;11
673;0;8;15
128;0;19;7
407;3;21;14
670;0;16;1
696;0;17;10
713;4;19;16
533;0;20;7
201;0;24;1
700;7;24;13
587;2;8;13
255;0;18;2
740;2;18;6
729;4;15;9
395;4;16;12
153;5;20;8
748;1;18;18
586;0;5;20
564;0;12;4
69;1;27;9
715;0;15;0
616;4;19;1
630;2;17;19
752;3;18;17
674;0;20;13
506;0;6;13
638;0;12;11
111;0;15;0
533;0;20;18
387;2;21;17
404;0;5;8
374;3;17;19
356;4;19;5
689;-3;18;13
666;0;15;15
47;0;16;9
640;1;20;17
450;2;20;3
487;9;22;18
459;0;14;19
556;0;7;2
554;0;7;0
681;0;18;7
388;6;21;1
385;0;25;9
671;3;18;5
767;0;18;19
177;7;22;8
130;0;20;10
524;6;27;16
308;0;16;0
71;8;25;10
519;0;5;8
168;0;21;9
399;6;25;8
591;0;5;3
179;2;18;4
591;0;5;14
704;3;25;8
386;0;21;16
677;0;20;6
447;0;16;1
168;6;21;15
718;11;18;14
728;3;15;3
572;0;5;15
750;0;19;17
153;0;20;0
102;0;19;0
520;1;11;17
575;0;5;17
766;0;19;7
709;3;18;5
179;0;18;15
615;0;18;4
617;1;16;15
210;3;19;14
602;0;18;9
706;6;15;14
696;3;17;2
305;0;17;14
722;3;17;14
693;7;27;17
468;7;18;16
259;0;16;15
393;3;19;18
182;0;25;8
638;0;12;15
743;0;17;15
197;3;18;13
661;4;17;17
508;0;16;17
269;4;19;20
572;0;5;18
707;0;5;3
278;1;14;16
70;0;16;0
667;4;9;8
7;0;18;6
382;0;5;14
718;7;16;10
105;2;16;1
211;7;25;7
155;0;20;19
396;0;5;7
3;0;18;1
198;7;23;19
64;0;5;9
406;5;17;2
387;2;21;13
619;0;20;15
636;3;17;16
689;6;18;16
77;4;20;2
440;-1;16;7
294;0;19;13
636;0;16;11
679;0;13;7
482;0;10;18
768;0;5;15
765;11;20;17
740;0;18;11
22;0;5;4
767;0;18;17
533;4;20;8
406;1;18;9
162;0;5;18
546;0;5;1
390;0;19;3
629;6;17;2
138;3;23;12
151;0;19;7
446;2;16;4
178;0;5;12
246;3;19;12
479;3;15;17
428;0;5;8
569;0;12;20
157;13;28;14
269;2;19;19
694;7;18;2
234;2;19;19
262;0;14;14
508;5;18;11
354;0;16;9
285;7;18;11
628;0;6;13
307;3;22;6
45;5;17;3
336;0;15;2
177;10;21;16
193;7;26;3
687;8;18;4
351;4;15;14
249;0;18;15
594;0;8;0
170;7;20;11
170;0;20;6
187;3;22;1
644;0;16;2
31;0;16;11
340;2;19;18
650;0;10;14
248;3;17;16
404;0;5;14
736;0;19;1
574;0;5;15
236;8;22;1
88;3;7;1
712;0;5;14
566;0;18;16
669;0;16;5
587;6;8;6
610;2;17;15
392;3;15;3
55;0;7;17
708;0;5;3
184;7;24;10
56;0;26;4
370;1;22;18
185;0;15;13
18;4;20;1
580;0;5;17
343;0;8;5
262;2;14;17
738;0;18;15
67;0;17;14
492;0;14;6
549;0;20;15
192;0;5;12
197;6;18;2
144;2;18;3
503;0;16;4
392;0;15;8
240;5;18;13
570;0;5;3
207;0;21;7
20;0;19;1
317;7;21;20
193;7;25;9
387;3;20;3
695;0;19;9
458;3;18;10
184;0;24;0
469;0;19;8
178;0;5;9
72;0;19;12
31;0;16;0
275;0;5;18
133;6;26;20
27;2;17;8
201;0;22;11
638;0;12;12
686;0;8;10
702;2;19;2
385;0;27;7
564;0;12;14
114;0;5;3
426;0;17;13
58;2;22;7
284;0;17;0
427;0;19;20
65;7;26;10
675;0;20;13
757;0;6;13
370;5;23;3
527;0;18;17
642;0;15;6
620;0;5;4
703;2;20;9
144;2;18;16
446;3;16;3
738;0;18;14
150;10;26;17
144;3;18;5
399;0;25;13
709;3;18;8
182;3;25;7
27;1;17;16
286;5;17;8
144;7;18;7
102;0;19;19
354;2;16;17
310;0;20;2
393;4;20;10
258;15;21;20
258;10;20;17
642;0;15;0
185;2;15;16
703;2;20;1
201;4;24;5
616;2;19;3
306;0;14;20
474;0;16;15
249;0;18;0
620;0;5;16
497;3;18;18
608;0;17;16
619;1;20;14
655;0;12;15
214;3;30;5
682;2;18;7
177;1;22;6
257;0;21;6
192;0;5;5
235;-3;18;11
86;5;24;18
734;2;18;20
272;1;19;17
676;2;22;2
395;5;16;2
737;3;18;4
572;0;5;0
176;0;18;0
746;2;19;19
238;0;16;12
163;0;16;11
171;1;19;12
458;5;18;19
396;0;5;8
128;16;19;20
358;0;18;11
491;3;15;3
687;3;19;13
726;0;17;20
174;0;20;14
77;3;20;12
507;0;16;0
532;2;18;10
748;0;18;6
529;7;20;9
70;0;16;1
209;0;23;0
738;1;18;17
227;0;20;0
346;0;19;17
724;0;18;5
549;0;22;0
607;0;5;14
207;5;20;12
115;-2;16;13
275;0;5;2
644;3;16;1
64;0;5;19
19;3;19;6
733;3;19;1
595;0;5;16
426;0;17;0
133;6;25;8
631;-2;18;17
508;0;18;13
674;3;20;9
61;0;5;13
700;6;22;3
206;2;26;17
255;7;18;17
594;0;8;13
86;0;24;19
625;0;18;0
306;-1;14;18
450;0;21;18
416;0;16;20
556;0;7;12
553;0;15;10
88;0;7;7
487;0;20;0
688;0;20;0
430;1;19;15
763;0;18;18
427;4;19;1
119;4;20;10
596;0;5;4
306;0;14;17
659;0;12;1
53;2;18;19
318;0;18;0
224;6;19;18
677;0;21;3
612;0;20;12
644;0;16;16
697;1;16;6
735;0;22;15
577;5;17;18
703;2;20;11
445;0;13;15
270;2;24;7
605;3;18;17
196;0;19;5
209;1;22;11
358;0;18;12
415;6;19;4
754;2;18;10
227;1;20;8
238;5;16;3
182;0;25;3
107;1;19;13
673;0;8;11
680;0;18;20
164;0;15;14
430;1;18;6
527;0;18;20
88;0;7;18
596;0;5;11
64;0;5;3
255;0;18;11
546;0;5;18
256;0;19;7
593;1;5;10
278;1;14;9
370;2;22;17
653;0;5;15
468;2;18;18
673;0;8;17
519;0;5;15
469;3;19;11
343;0;8;1
738;0;18;10
582;0;13;6
703;8;20;4
185;0;15;20
558;1;25;12
329;0;18;10
256;0;19;15
311;2;16;4
576;3;28;12
688;6;20;10
536;0;23;12
154;3;21;14
334;0;19;13
764;3;17;15
223;0;15;6
47;3;16;11
236;0;22;2
95;2;16;9
367;4;18;1
611;1;18;5
448;0;16;13
655;0;12;5
329;0;18;8
416;0;16;15
706;3;15;12
270;1;21;18
764;3;17;16
698;5;21;20
130;6;20;18
58;1;22;4
111;0;15;1
647;2;18;6
245;0;7;1
670;0;16;11
675;0;20;11
458;2;18;1
189;8;30;1
704;2;25;20
293;3;20;7
162;0;5;7
711;0;5;19
750;2;19;7
111;2;15;13
72;0;19;9
664;0;10;11
243;0;16;9
760;0;18;10
414;2;20;12
259;0;17;5
157;6;24;4
75;0;26;0
577;1;17;9
523;0;20;13
638;0;12;17
718;1;16;9
279;2;19;1
727;0;17;16
308;0;16;20
28;3;20;2
201;0;23;17
318;3;18;14
753;4;22;15
227;1;20;2
256;0;19;16
558;0;24;20
535;0;30;1
268;2;19;15
624;2;17;12
389;0;16;8
563;0;8;9
10;0;8;6
491;6;17;12
340;3;19;5
751;2;16;13
596;0;5;17
675;0;20;14
694;0;18;8
191;3;17;7
58;3;22;15
761;1;20;9
669;0;16;1
735;0;23;6
214;3;28;18
698;0;19;1
87;4;15;13
640;0;20;14
691;0;18;17
371;5;22;13
382;0;5;18
596;0;5;9
676;5;22;1
308;0;16;7
393;2;20;11
201;1;23;8
308;0;16;8
683;1;14;10
699;4;19;20
309;0;19;1
367;2;18;8
658;7;18;1
734;1;18;5
272;0;19;19
150;10;26;7
472;4;17;20
182;0;25;13
722;0;17;13
111;4;15;10
599;2;17;6
71;3;25;19
591;0;5;16
400;0;18;14
709;2;18;15
28;1;19;4
737;0;18;12
767;1;18;10
653;0;5;6
371;1;24;1
556;0;7;1
612;4;20;10
536;0;25;4
96;0;18;6
25;0;5;5
497;1;18;20
720;0;17;16
12;0;5;20
499;0;35;4
217;9;19;12
96;0;18;2
262;0;14;4
70;0;16;8
328;0;18;5
170;6;20;16
184;1;23;14
107;3;21;17
317;0;21;14
55;0;7;2
678;3;26;8
150;1;26;10
520;4;10;9
479;0;15;10
193;4;26;5
166;3;22;5
757;0;6;19
47;2;16;14
157;1;25;2
728;0;15;19
479;0;15;7
145;3;24;14
405;0;7;18
630;2;17;8
656;0;14;6
714;5;20;11
397;2;20;1
169;5;23;9
693;9;21;4
632;0;5;10
343;0;8;14
694;0;18;5
503;0;16;11
712;0;5;19
215;0;15;12
742;8;18;17
71;3;25;16
271;1;19;14
384;7;18;3
549;0;22;3
294;0;19;6
417;0;16;19
128;0;19;12
699;0;20;0
605;2;18;14
710;0;5;7
177;2;21;20
307;4;22;7
645;0;19;0
463;2;15;2
418;1;16;14
171;2;19;2
84;0;5;2
733;0;19;13
90;6;20;19
731;0;25;4
318;1;18;15
70;0;16;2
652;0;5;2
631;0;18;7
328;0;18;9
145;4;24;19
26;0;5;20
75;2;25;6
549;0;22;2
257;-1;20;12
93;0;14;12
651;0;5;10
386;0;21;10
14;2;18;18
429;0;10;17
682;0;18;16
53;0;19;0
163;0;16;17
534;0;17;1
446;1;16;14
479;0;15;0
153;4;20;20
7;3;18;12
497;3;19;8
396;0;5;12
19;2;19;3
263;0;20;0
